bioKey,targets
eila_0D1,Immersive Wenches.esp
eileen_generic,Eileen.esp
eilonwy_generic,Aymarandfriends.esp
eimar_978,base
einarth_6B5,base
einvard_the_pathfinder_A30,Immersive Encounters.esp
eirid_18F,base
eirwen_generic,acpanda Follower Pack.esp
eisa_blackthorn_01B,base
eitra_generic,Follower Fever.esp
ejya_sunset-blade_B08,LotsPaidMercs.esp
ela_generic,base
elana_darkfire_81A,NWS_Elana.esp
elandra_firan_D96,LotsPaidMercs.esp
elanneh_91E,Immersive Wenches.esp
elberond_BCC,BecomeKingofSkyrimTNG.esp
elda_early-dawn_118,base
eldar_212,3DNPC.esp
eldawyn_EF4,3DNPC.esp
elder_othreloth_28B,base
eldis_23F,BecomeKingofSkyrimTNG.esp
eleanor_2A6,3DNPC.esp
electromancer_generic,base
elenthil_ED5,3DNPC.esp
elenwen_8BC,base
elfrun_198,Inconsequential NPCs.esp
elfwyn_generic,Mistborn.esp
elgrim_DFB,base
elikke_generic,Elikke_follower.esp
elinor_F40,Harem Volume IV.esp
elintius_rentilia_0F2,BSHeartland.esm
elira_950,Immersive Wenches.esp
elise_629,3DNPC.esp
elisif_the_fair_8C1,base
elle_generic,Tavern Girls.esp
ellen_generic,Naughty Girls of Tamriel SSE AIO.esp
ellina_iron-heart_A30,BSHeartland.esm
elmus_51B,base
eloe_loran_490,LotsPaidMercs.esp
elora_generic,Elora.esp
elrindir_681,base
elrynn_generic,TrustyHPFollowerPack.esp
elserida_boar-eye_generic,Traveling Merchant Caravans.esp
elsif_3DD,Immersive Followers.esp
eltrys_8FD,base
elvali_veren_DC0,base
elynea_mothren_7DC,base
elyse_generic,ElyseFollowerHP.esp | ElyseFollowerSE.esp
embry_50C,base
emelia_celata_1FE,ETaC – Complete.esp | ETaC – Karthwasten.esp
emperor_titus_mede_ii_A39,base
emperor_titus_mede_ii_CCB,base
ena_EED,Dawn of Skyrim.esp
encarnus_9D5,BSHeartland.esm
enchanter_brecius_68D,BSHeartland.esm
endarie_8AD,base
endon_8F1,base
endrast_3F2,base
engar_E0C,base
enlir_ninzur_82C,LotsPaidMercs.esp
enmon_935,base
ennis_B2B,base
ennoc_9B5,base
ennodius_papius_04A,base
enthir_1AA,base
enthralled_wizard_927,base
enthralled_wizard_96F,base
enya_94E,Immersive Wenches.esp
eola_B8E,base
eomir_generic,Mistborn.esp
eorlund_gray-mane_683,base
eran_BE2,Dawn of Skyrim.esp
erandur_280,base
eranir_580,BSHeartland.esm
erarik_0AB,ETaC – Complete.esp | ETaC – Kynesgrove.esp
erden_relvel_B31,base
erdi_8C7,base
ereia_snow-fist_95C,BSHeartland.esm
erena_generic,CampNewZainab.esp
erevan_1EC,3DNPC.esp
eriana_BC5,base
eridor_generic,base
erik_0B8,base
erik_the_slayer_6E2,base
erika_generic,Harem - Volume 3.esp
erikur_8A9,base
erikur_s_servant_781,Inconsequential NPCs.esp
erin_39A,AsharaErinFollower.esp
eris_526,base
eris_strong-sword_generic,base
erisara_camal_generic,Naz_Erisara.esp
erith_9B4,base
erivase_542,FloatingSwordFollower.esp
erj_857,base
erlendr_C09,base
erlus_risula_B7F,BSHeartland.esm
ernaon_generic,Traveling Merchant Caravans.esp
errika_generic,TrustyHPFollowerPack.esp
ersilia_generic,ErsiliaFollower.esp
ertius_malumea_F24,BSHeartland.esm
ertzebet_the_librarian_s_assistant_D6D,LegacyoftheDragonborn.esm
erver_milo_B12,Project AHO.esm
erwen_101,3DNPC.esp
eryniel_928,ErynielElfSSE.esp
eryniel_s_niece_ialthel_65A,base
eryniel_s_uncle_loborchanar_65A,base
esbern_DFD,base
escaped_prisoner_generic,base
esera_ghanit_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
esileif_C34,Inconsequential NPCs.esp
esme_generic,Mistborn.esp
esmond_tyne_D3A,base
estella_generic,GirlsJV.esp
ester_generic,Harem.esp
estormo_D98,base
estyon_generic,OCW_Obscure's_CollegeofWinterhold.esp
ethlam_dorayon_generic,Solitude Docks.esp
etienne_rarnis_1D6,base
evelyna_4B2,Immersive Encounters.esp
evelyna_59D,Immersive Encounters.esp
evelyna_generic,base
evette_san_8B3,base
evigna_raven-hand_A79,Environs - Abandoned Abodes.esp
evos_mils_E16,Project AHO.esm
evul_seloth_D12,base
eydis_53F,base
eydis_9CF,base
ezra_3B4,LegacyoftheDragonborn.esm
fa_nar_89C,3DNPC.esp
fabia_generic,Harem.esp
fadel_B57,BSHeartland.esm
faelian_generic,Aymarandfriends.esp
faendal_48C,base
faera_losse_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
faida_A29,base
fairelle_B77,LotsPaidMercs.esp
falas_selvayn_861,base
faldrus_generic,base
faleen_905,base
falion_A5E,base
falk_firebeard_8C2,base
falkreath_guard_generic,base
falmer_servant_generic,base
falvis_E63,Helgen Reborn.esp
fanari_strong-voice_FCF,base
faralda_1A5,base
farathel_generic,1B04ExtraNPCs.esp
fareloth_7C1,3DNPC.esp
farengar_secret-fire_67E,base
farkas_693,base
farsvar_0F6,BSHeartland.esm
faryl_atheron_125,base
fastred_E06,base
fathenda_E4B,cutting room floor.esp
fauna_generic,Fauna.esp
fausta_generic,Harem Volume IV.esp
fauvette_generic,TTR Fauvette.esp
federica_307,Harem 2 AIO Armored.esp
feldi_F35,3DNPC.esp
felena_CBC,3DNPC.esp
felicia_CF3,Harem 2 AIO Armored.esp
felki_silver-plow_17D,BSHeartland.esm
felldir_the_old_A05,base
fellow_prisoner_generic,base
felsa_morvayn_6DA,Project AHO.esm
female_imperial_captain_4F7,base
female_peddler_generic,base
fenrig_288,base
fenrir_6D6,Winterhold Restored.esp
feral_vampire_BAE,base
feran_sadri_3AA,base
fernand_mouring_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
ferrum_27E,Dawn of Skyrim.esp
fervas_sirduin_D99,LotsPaidMercs.esp
ferwen_F49,PAN_FollowerPack1.esp
festus_krex_4BB,base
fethis_alor_293,base
fiammetta_generic,Harem Volume IV.esp
fianna_6E2,base
fig_CA7,3DNPC.esp
figga_generic,Figga Nyr - Follower.esp
fihada_8B1,base
fijeh_826,base
filnjar_E09,base
fire_mage_adept_generic,base
fire_mage_generic,base
fire_wizard_generic,base
firir_703,base
fironet_825,3DNPC.esp
first_mate_F36,base
fish_monger_C8B,Inconsequential NPCs.esp
fisherman_generic,base
fjola_0B5,base
fjolnir_086,Winterhold Restored.esp
fjolrich_flame-soul_7F4,LotsPaidMercs.esp
fjona_951,3DNPC.esp
fjona_s_familiar_61F,3DNPC.esp
fjord_C76,3DNPC.esp
fjori_726,base
fjorstaag_fire-eater_55B,LotsPaidMercs.esp
fjotra_82D,base
flin_horstad_8D8,3DNPC.esp
florence_generic,Harem - Volume 3.esp
florentius_baenius_476,base
fontaine_C67,3DNPC.esp
foreign_envoy_9D7,Inconsequential NPCs.esp
foreign_envoy_C80,Inconsequential NPCs.esp
foroch_yellowleaf_A56,LotsPaidMercs.esp
foromir_0BF,3DNPC.esp
forsworn_briarheart_generic,base
forsworn_forager_generic,base
forsworn_generic,base
forsworn_looter_generic,base
forsworn_pillager_generic,base
forsworn_ravager_generic,base
forsworn_shaman_generic,base
forsworn_warlord_generic,base
fort_commander_generic,base
fort_pale_pass_quartermaster_495,BSHeartland.esm
frabbi_8ED,base
fralia_gray-mane_684,base
francine_armonet_84B,LotsPaidMercs.esp
francis_generic,3DNPC.esp
francois_beaufort_DE6,base
frea_A0D,base
fredrika_generic,Fredrika Follower.esp
freir_8A6,base
freja_C49,Apachii_DivineEleganceStore.esm
freki_DA3,Winterhold Restored.esp
freya_2D7,FreyaFollower.esp
freya_generic,base
freya_gray-mane_F4A,PAN_FollowerPack1.esp
freyja_08B,Winterhold Restored.esp
freyr_084,Winterhold Restored.esp
frida_6B5,base
fridrika_8D6,base
frieda_AA7,ETaC – Complete.esp | ETaC – Dawnstar.esp
frigga_generic,wanderingskyrim.esp
frightened_woman_generic,base
frik_525,3DNPC.esp
froa_328,cutting room floor.esp
froa_88B,3DNPC.esp
frodmar_954,3DNPC.esp
frodnar_48B,base
frofnir_trollsbane_8AC,base
froki_whetted-blade_5F5,base
from-deepest-fathoms_DE2,base
fron_93D,Environs - Abandoned Abodes.esp
frorkmar_banner-torn_generic,base
frost_E1F,base
frothar_679,base
fruki_6C5,base
fruna_generic,Traveling Merchant Caravans.esp
fugitive_thief_generic,base
fuki_F34,3DNPC.esp
fulla_FE7,Winterhold Restored.esp
fulmine_kriegheit_generic,base
fultheim_28B,base
fultheim_the_fearless_3F1,base
fura_bloodmouth_3B2,base
furrier_EBF,Inconsequential NPCs.esp
gabania_generic,3DNPC.esp
gabriella_DEB,base
gadba_gro-largash_09B,base
gadnor_B59,base
gaius_maro_051,base
galarynn_A4D,BSHeartland.esm
galathil_979,base
galdrus_hlervu_28D,base
gallus_2D2,base
galmar_stone-fist_133,base
galmir_tralan_86A,LotsPaidMercs.esp
galsa_rendo_9EF,Project AHO.esm
galtius_B11,base
gambler_generic,base
gancielo_D49,3DNPC.esp
ganglati_DDE,Winterhold Restored.esp
ganglot_DDF,Winterhold Restored.esp
ganna_uriel_089,base
garakh_E1D,base
garan_marethi_3AB,base
garceus_avoci_95F,BSHeartland.esm
garen_generic,wanderingskyrim.esp
garrett_42F,AnnaNPCs.esp
garrett_generic,3DNPC.esp
garthar_084,base
garthe_BD6,3DNPC.esp
garvey_704,base
garyn_ienth_2A0,base
gaston_bellefort_3B9,base
gat_gro-shargakh_9B8,base
gauldur_EDB,base
gautierre_manor_guard_8A0,BSHeartland.esm
gautierre_manor_guard_8A2,BSHeartland.esm
gavros_plinius_D2F,base
geeat_generic,Traveling Merchant Caravans.esp
geel-jah_7F1,3DNPC.esp
geimund_8D5,base
geirlund_generic,base
geldis_sadri_291,base
gelebros_83F,base
gemma_uriel_08A,base
general_falx_carius_57A,base
general_tullius_8BA,base
geralt_warfield_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
gerda_6E1,base
gerdr_085,Winterhold Restored.esp
gerdur_489,base
gergus_malumea_FD6,BSHeartland.esm
gerrod_30C,3DNPC.esp
gerta_bear-biter_generic,1B04ExtraNPCs.esp
gerta_generic,Solitude Docks.esp
gervasia_generic,Harem - Volume 3.esp
gestur_rockbreaker_A55,base
ghak_8C3,base
ghamorz_8CD,base
gharol_92B,base
ghorbash_the_iron_hand_930,base
ghorlak_stonefist_6D8,BecomeKingofSkyrimTNG.esp
ghorza_gra-bagol_906,base
ghost_of_old_hroldan_1A3,base
ghunzul_835,base
gian_the_fist_063,base
gianna_CC4,base
gianna_petrus_D4D,ETaC – Complete.esp | ETaC – Dawnstar.esp
gilda_generic,Naz_GuildVol2.esp
gilen_279,Dawn of Skyrim.esp
gilfre_1FC,base
gilsi_7B5,3DNPC.esp
ginerva_436,Dawn of Skyrim.esp
ginevra_generic,Harem.esp
ginna_A64,Inconsequential NPCs.esp
ginvur_nedalin_generic,HammetDungeon01.esm
giorgia_generic,Naughty Girls of Tamriel SSE AIO.esp
giovanna_generic,Harem Volume IV.esp
giraud_gemane_8CE,base
girduin_DC1,base
gisli_8B5,base
gissur_F24,base
giuditta_generic,Harem.esp
giulio_931,AnnaNPCs.esp
gizelle_75E,AnnaNPCs.esp
gjak_6DB,base
gjalund_salt-sage_2AF,base
gjuk_26C,base
gladius_ferrus_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
glathriel_6F1,3DNPC.esp
gloth_929,base
glover_mallory_28F,base
gnives_FEC,3DNPC.esp
godrod_C09,3DNPC.esp
golldir_360,base
gonnar_oath-giver_DDB,base
gorakh_generic,1B04ExtraNPCs.esp
gorm_A69,base
gormlaith_golden-hilt_9F8,base
gorr_6E7,3DNPC.esp
gort_856,base
gralnach_E10,base
graloth_the_drunk_7F8,LotsPaidMercs.esp
gray-mane_servant_B9D,Inconsequential NPCs.esp
gregor_21F,base
grelka_0B3,base
grelod_the_kind_DE4,base
grenier_41B,3DNPC.esp
greta_637,base
gretolde_912,College Of Winterhold - Quest Expansion.esp
griefstricken_chef_31E,base
griffith_08A,3DNPC.esp
grim_shieldmaiden_31B,base
grimvar_cruel-sea_12D,base
grisha_generic,MVC Jaylen Follower Pack.esp
grisvar_the_unlucky_917,base
griswort_generic,WanderingFollowers1.1.esp
gro-skulla_generic,WanderingFollowers1.1.esp
grogmar_gro-burzag_E0E,base
gromash_F5A,3DNPC.esp
grommock_generic,wanderingskyrim.esp
grosta_E0F,base
groundskeeper_vaktis_generic,ICNs_ImmersiveCollegeNPCs.esp
grown-up_urchin_24C,base
grushnag_837,base
grushnag_gro-arkul_84F,BSHeartland.esm
grutak_the_barbarian_40F,LotsPaidMercs.esp
gryfard_peton_09E,BSHeartland.esm
guardian_saerek_25A,base
guardsman_fringar_generic,BattleBrothers.esp
guardsman_horulf_generic,BattleBrothers.esp
guardsman_leilof_generic,BattleBrothers.esp
guardsman_vilkhelm_generic,BattleBrothers.esp
gul_8CB,base
gularzob_E21,base
gullveig_8FF,Winterhold Restored.esp
gulum-ei_8B7,base
gunding_77C,base
gunjar_139,base
gunmar_477,base
gunnar_stone-eye_F96,base
guthrum_24A,base
gwendolyn_931,base
gwilin_AB2,base
gwynyvyra_rane_F2A,LotsPaidMercs.esp
gwyvane_600,3DNPC.esp
haafingar_guard_generic,base
haakhor_858,BecomeKingofSkyrimTNG.esp
haakig_hard-heart_generic,Solitude Docks.esp
haakon_iron-fist_979,3DNPC.esp
hadir_generic,wanderingskyrim.esp
hadrian_quintus_FDC,BecomeKingofSkyrimTNG.esp
hadring_05A,base
hadvar_FA2,base
haelga_DDA,base
haema_BD0,BecomeKingofSkyrimTNG.esp
haesmar_pine-heart_generic,1B04ExtraNPCs.esp
haesorn_generic,Traveling Merchant Caravans.esp
hafjorg_DFC,base
hafnar_ice-fist_DC2,base
hagbar_154,ETaC – Complete.esp | ETaC – Karthwasten.esp
hagrad_the_unending_D9A,Dawn of Skyrim.esp
hagraven_generic,base
hagravi_gray-wave_8C4,3DNPC.esp
haj-meer_E78,Immersive Followers.esp
hajvarr_iron-hand_B20,base
hakon_one-eye_A06,base
halbarn_iron-fur_51D,base
halcar_F80,3DNPC.esp
haldyn_447,base
hali_nyr_generic,Hali Nyr - Follower.esp
halion_generic,base
halldir_2C0,base
halldis_0E9,Inconsequential NPCs.esp
halwyn_3B2,Inconsequential NPCs.esp
hamal_766,base
hamdr_wine-brand_generic,Traveling Merchant Caravans.esp
hamelyn_050,base
haming_29E,base
hana_generic,HanaFollower.esp
harald_934,base
harald_burdsson_D70,BSHeartland.esm
haran_18E,base
harlaug_853,base
harrald_DEB,base
harran_iron-heart_15A,BSHeartland.esm
harrok_oxfell_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
harthir_97F,BSHeartland.esm
haru_0DF,Immersive Wenches.esp
hasara_generic,Milfactory Hasara.esp
hathrasil_8FB,base
headless_horseman_generic,base
headsman_-_nord_generic,base
heaga_gold-will_7F1,LotsPaidMercs.esp
heather_generic,base
heddic_volunnar_D97,base
hefid_the_deaf_00F,base
heidi_BE4,Immersive Wenches.esp
heidi_generic,TTR Heidi.esp
heigen_F5F,cutting room floor.esp
heime_CED,Winterhold Restored.esp
heimskar_green-leaf_7FB,LotsPaidMercs.esp
heimskr_682,base
heimvar_8C4,base
heirmir_B29,CFTO.esp
hel_DD8,Winterhold Restored.esp
hela_D76,fantasystylefollowers.esp
helcyon_D7A,3DNPC.esp
helfhild_93C,Environs - Abandoned Abodes.esp
helgird_11E,base
helgrun_generic,Solitude Docks.esp
hellia_2D7,ETaC – Complete.esp | ETaC – Kynesgrove.esp
heloise_generic,Harem Volume IV.esp
helsig_2F0,3DNPC.esp
helvard_824,base
hemming_black-briar_DD2,base
henrietta_entius_291,3DNPC.esp
henrik_B7F,base
henry_543,LegacyoftheDragonborn.esm
heratar_5BD,base
herbalist_C29,BSHeartland.esm
herebane_sorenshield_generic,base
herger_generic,wanderingskyrim.esp
herkja_96E,base
herluin_lothaire_9E8,base
hermaeus_mora_generic,base
hermir_strong-heart_136,base
hern_82E,base
herna_9CF,Immersive Wenches.esp
hero_of_sovngarde_FFE,base
herran_AE9,3DNPC.esp
hert_82F,base
hervor_CEB,Winterhold Restored.esp
hestla_3AC,base
hewnon_black-skeever_002,base
high_elf_76A,Inconsequential NPCs.esp
high_elf_76B,Inconsequential NPCs.esp
hiko_tanzaki_generic,base
hilda_generic,Solitude Docks.esp
hilde_534,base
hillevi_cruel-sea_12E,base
hilund_516,base
hiram_E3E,3DNPC.esp
hircine_B97,base
hired_thug_generic,base
hitomi_generic,Nyrified Akavir - Followers.esp
hjaalmarch_guard_81A,base
hjalfar_10E,base
hjara_703,FreyaFollower.esp
hjordis_9CB,base
hjorik_626,ETaC – Complete.esp | ETaC – Dawnstar.esp
hjornskar_head-smasher_CEC,base
hjoromir_FEA,3DNPC.esp
hjorunn_8AA,base
hjotra_faleria_A44,BSHeartland.esm
hod_48A,base
hoddreid_5BB,base
hofgrir_horse-crusher_DFE,base
hogni_red-arm_4AD,base
hokdulf_the_long-sighted_generic,Traveling Merchant Caravans.esp
holgeir_727,base
hooded_traveler_generic,base
horgeir_A1E,base
horik_halfhand_6BA,base
horm_8D7,base
horora_generic,xn_horora.esp
hradi_D48,ETaC – Complete.esp | ETaC – Dawnstar.esp
hrefna_08F,base
hreinn_8EF,base
hreira_generic,Solitude Docks.esp
hrimfaxi_256,Winterhold Restored.esp
hroar_DE9,base
hrodulf_88C,base
hroggar_A5D,base
hroki_8EE,base
hrokkar_63C,3DNPC.esp
hrolmir_generic,base
hrongar_678,base
hrotmar_generic,Solitude Docks.esp
huki_seven-swords_generic,base
hukide_generic,Traveling Merchant Caravans.esp
hulda_66E,base
hulgar_0D5,BecomeKingofSkyrimTNG.esp
hulgard_110,BSHeartland.esm
hunroor_C0C,base
hunter_generic,base
huurweyn_brightstar_6A8,LotsPaidMercs.esp
iaso_generic,IasoFollower.esp
ice-veins_gerda_generic,CampVarglya.esp
ice_mage_adept_generic,base
ice_mage_generic,base
ice_wizard_generic,base
iddli_iron-blood_8CE,cutting room floor.esp
iddra_085,base
idesa_sadri_12F,base
idgrod_ravencrone_A66,base
idgrod_the_younger_A67,base
idolaf_battle-born_689,base
idros_uvaram_CF7,LotsPaidMercs.esp
igmund_903,base
ignar_the_lucky_4E9,3DNPC.esp
ignatius_150,3DNPC.esp
igrit_B15,base
ila_the_upright_115,BSHeartland.esm
ilas-tei_617,base
ildari_sarothril_B87,base
ilfhild_0AC,ETaC – Complete.esp | ETaC – Kynesgrove.esp
illdi_8D1,base
illea_juniper_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
illia_22E,base
ilta_generic,SR Elf Followers.esp
imani_generic,Harem - Volume 3.esp
imedhnain_8EB,base
imeta_the_swan_D6A,LotsPaidMercs.esp
imperial_archer_generic,base
imperial_captain_generic,base
imperial_courier_generic,base
imperial_deserter_D23,base
imperial_general_generic,base
imperial_guard_generic,base
imperial_mage_generic,base
imperial_officer_generic,base
imperial_quartermaster_generic,base
imperial_soldier_1CB,base
imperial_soldier_1CF,base
imperial_soldier_1D9,base
imperial_soldier_1DB,base
imperial_soldier_2B9,base
imperial_soldier_4A8,base
imperial_soldier_4AD,base
imperial_soldier_657,base
imperial_soldier_693,base
imperial_soldier_6C3,base
imperial_soldier_6D7,base
imperial_soldier_75D,base
imperial_soldier_7F7,base
imperial_soldier_7FB,base
imperial_soldier_919,base
imperial_soldier_91E,base
imperial_soldier_A60,base
imperial_soldier_A88,base
imperial_soldier_B85,base
imperial_soldier_D5B,base
imperial_soldier_E70,base
imperial_soldier_E73,base
imperial_soldier_E74,base
imperial_soldier_E93,base
imperial_soldier_EE3,base
imperial_soldier_EEC,base
imperial_soldier_EEE,base
imperial_soldier_generic,base
imperial_soldier_impersonator_-_breton_generic,base
imperial_soldier_impersonator_-_dunmer_generic,base
imperial_soldier_impersonator_-_orc_generic,base
imperial_wizard_generic,base
ina_generic,KuroneFollowers.esp
inari_6C9,3DNPC.esp
indaen_assutlanipal_generic,CampNewZainab.esp
indara_caerellia_819,base
indaryn_DCE,base
indolent_farmer_31C,base
indreth_BCE,BecomeKingofSkyrimTNG.esp
ines_generic,Harem Volume IV.esp
inga_FA8,Dawn of Skyrim.esp
ingarte_873,3DNPC.esp
inge_six_fingers_8CD,base
ingjard_C17,base
ingrid_F9A,base
ingun_black-briar_DD4,base
inigo_AE9,Inigo.esp
inilian_sibentanus_generic,Traveling Merchant Caravans.esp
insane_college_wizard_generic,base
ioan_93C,Chronicon Follower Pack I.esp
iona_C93,base
ionalla_dark-heart_581,BSHeartland.esm
iorel_50C,3DNPC.esp
irene_845,Harem 2 AIO Armored.esp
irgnir_6BB,base
iria_29B,3DNPC.esp
irileth_67F,base
irina_2E6,Bosmer.esp
irina_3EA,Mayatola Unique Followers AIO.esp
iris_the_elder_B9E,3DNPC.esp
irlof_26B,base
irma_generic,base
irnskar_ironhand_8C0,base
ironheart_cave_barkeep_438,3DNPC.esp
ironheart_cave_bouncer_655,3DNPC.esp
ironheart_cave_patron_434,3DNPC.esp
ironheart_cave_patron_436,3DNPC.esp
ironheart_cave_wench_62B,3DNPC.esp
ironheart_cave_wench_73B,3DNPC.esp
ironheart_cave_wench_872,3DNPC.esp
isabel_814,GirlsJV.esp
isabella_generic,Solitude Docks.esp
isabelle_rolaine_EAF,base
isaki_generic,SR Elf Followers.esp
ises_D0C,3DNPC.esp
isgerdr_57C,ETaC – Complete.esp | ETaC – Riverwood.esp
ishana_3EC,Mayatola Unique Followers AIO.esp
isobel_322,3DNPC.esp
isorara_pontudilius_generic,Traveling Merchant Caravans.esp
isran_478,base
istar_cairn-breaker_F93,base
itinerant_lumberjack_310,base
ivan_iron-fist_generic,Solitude Docks.esp
ivarstead_guard_generic,base
ivy_generic,IvyFollowerHP.esp
izumi_generic,Harem Volume IV.esp
j_darr_F99,base
j_datharr_generic,base
j_kara_generic,1B04ExtraNPCs.esp
j_kier_BC6,base
j_sharr_generic,3DNPC.esp
j_zargo_1A3,base
j_zhar_0FC,base
j_zir-dar_F81,LotsPaidMercs.esp
jada_9DF,Immersive Wenches.esp
jade_B74,3DNPC.esp
jade_generic,3DNPC.esp
jadro_ra_generic,3DNPC.esp
jai_2E7,Bosmer.esp
jailer_4A4,BSHeartland.esm
jaina_249,fantasystylefollowers.esp
jala_8AF,base
jamila_D2B,Harem 2 AIO Armored.esp
jane_101,Immersive Wenches.esp
janne_CFC,fantasystylefollowers.esp
janus_mentedius_639,ETaC – Complete.esp | ETaC – Rorikstead.esp
japhet_3D7,base
jaree-ra_8B9,base
jarl_siddgeir_822,base
jarl_skald_6C0,base
jarl_ulfric_stormcloak_131,base
jaryra_07B,Immersive Wenches.esp
jaspar_gaerston_754,3DNPC.esp
jawanan_8B2,base
jayri_8B9,base
jaysen_824,3DNPC.esp
jee-shei_9BC,LotsPaidMercs.esp
jee-tah_72A,ETaC – Complete.esp | ETaC – Morthal.esp
jeer-tai_69D,Dawn of Skyrim.esp
jeerah-nur_5DC,3DNPC.esp
jeeta_generic,Jeeta.esp
jen_generic,MXTJen.esp
jenassa_BA9,base
jeniele_DA2,3DNPC.esp
jennifer_generic,Jennifer_follower.esp
jens_EBE,cutting room floor.esp
jerrin_540,LegacyoftheDragonborn.esm
jerthod_generic,WanderingFollowers1.1.esp
jerulith_F62,3DNPC.esp
jervar_69E,base
jesper_A53,base
jessica_CFB,fantasystylefollowers.esp
jilkmar_5FB,3DNPC.esp
jill_D3F,Harem 2 AIO Armored.esp
jill_generic,Jill Nyr - Follower.esp
jiub_01A,base
jo_zirkar_EEE,LotsPaidMercs.esp
joanne_B36,Immersive Wenches.esp
jod_6C1,base
jodie_generic,Harem - Volume 3.esp
jofthor_E04,base
johan_E51,Helgen Reborn.esp
johanna_generic,base
jolene_2AC,3DNPC.esp
jolf_99E,base
jollsen_F0C,CFTO.esp
jon_battle-born_68A,base
jonas_giant-bane_generic,3DNPC.esp
joncis_e62,Helgen Reborn.esp
jonna_A62,base
jonquil_939,base
jora_11F,base
jorandia_vlinarus_generic,1B04ExtraNPCs.esp
jordis_the_sword-maiden_C95,base
jorgen_A60,base
jorgir_steel-shield_generic,base
joric_A6A,base
jorleif_134,base
jorm_generic,Solitude Docks.esp
jormungandr_485,Winterhold Restored.esp
jorn_8CF,base
jorrvid_A5F,3DNPC.esp
jorunn_generic,Jorunn.esp
joselyn_F07,3DNPC.esp
josla_835,base
jouane_manette_6A7,base
julia_generic,Harem.esp
julie_generic,Julie_follower.esp
julienne_lylvieve_F13,base
juliette_generic,Juliette_follower.esp
jun_generic,Harem - Volume 3.esp
juni_generic,base
jurgen_windcaller_FFD,base
jurgens_e64,Helgen Reborn.esp
jurie_larassier_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
juryk_8D8,3DNPC.esp
jyrik_gauldurson_generic,base
k_avald_540,3DNPC.esp
k_inya_generic,Miqo'te Follower.esp
k_nerunya_generic,Miqo'te Follower.esp
k_nomunya_generic,Miqo'te Follower.esp
kaadi_generic,FFNords.esp
kacie_generic,Harem - Volume 3.esp
kael_generic,base
kahanne_072,Immersive Wenches.esp
kai_wet-pommel_E16,base
kaidan_F9C,0Kaidan.esp
kaie_D4C,base
kak_thu_generic,Kak'Thu Follower.esp
kalel_the_black_fox_23E,BecomeKingofSkyrimTNG.esp
kali_3EB,Mayatola Unique Followers AIO.esp
kalimbria_9CE,BSHeartland.esm
kalstar_BD8,3DNPC.esp
kamille_generic,Kamille.esp
kara_delight_06D,MistySkye.esp
karbin_gralle_generic,br0sBeastRacesOfSkyrimCompilationV3.esp
karin_generic,KarinFollowerHP.esp | KarinFollowerSE.esp
karita_07E,base
karita_6C7,base
karl_6BC,base
karliah_F1A,base
kasnean_generic,Traveling Merchant Caravans.esp
kassandra_atarax_B97,OCW_Obscure's_CollegeofWinterhold.esp
katana_requested_removed_by_author_generic,base
katherine_goldenheart_generic,base
katla_8D9,base
katria_754,base
kauanne_generic,Harem Volume IV.esp
kayd_8CA,base
kayla_grunzwald_generic,base
kayle_generic,V_Kayle.esp
keeper_carcette_B2B,base
keerava_DC8,base
keiko_D6B,Immersive Followers.esp
keira_generic,KeiraFollowerHP.esp
keisuke_933,Chronicon Follower Pack I.esp
kelly_generic,Naughty Girls of Tamriel SSE AIO.esp
kels_generic,base
kematu_856,base
kerah_8F2,base
kerannah_0DB,Immersive Wenches.esp
kesh_the_clean_98C,base
khaani_generic,1B04ExtraNPCs.esp
khafrus_AA3,ETaC – Complete.esp | ETaC – Dawnstar.esp
kharag_gro-shurkul_8AB,base
kharjo_92D,base
khayla_33F,base
khinara_jade_generic,Khinara Jade.esp
ki_83F,Chronicon Follower Pack I.esp
kiahrah_277,fantasystylefollowers.esp
kianna_770,3DNPC.esp
kibell_220,base
kilthinius_dandoril_34A,BUVARP SE RE.esp
king_olaf_one-eye_864,base
kirginia_0E4,Immersive Wenches.esp
kirginne_F11,Immersive Wenches.esp
kirsikka_generic,SR Elf Followers.esp
kitty_misa_807,Demon Cat Follower.esp
kjar_7A9,base
kjarik_generic,1B04ExtraNPCs.esp
kjeld_086,base
kjeld_the_younger_087,base
kjen_363,3DNPC.esp
kjoli_6C7,3DNPC.esp
klarissa_generic,TrustyHPFollowerPack.esp
klemandra_generic,MONSTERaider - Beast Followers.esp
kleppr_8EC,base
klimmek_E07,base
knight-paladin_gelebor_878,base
knight_elyndra_063,AnnaNPCs.esp
knjakr_002,base
knud_8DB,base
kodal_fenrariksen_generic,Traveling Merchant Caravans.esp
kodlak_whitemane_68F,base
kodrir_6D4,base
koemia_388,k404Koemia.esp
kolbjorn_guard_9C4,base
kolbjorn_guard_B03,base
kolbjorn_guard_generic,base
korir_1B5,base
kornalus_BE0,base
